"Perimetre","Nature","Date","Heures","Ech. physiques","Ech. comm. Angleterre","Ech. comm. Espagne","Ech. comm. Italie","Ech. comm. Suisse","Ech. comm. Allemagne-Belgique"
"France","Données définitives","3/10/2016","21:00","-7714","-2000","-1563","-3150","-2735","462"
"France","Données définitives","3/10/2016","21:30","-9228","-2000","-1563","-3150","-2735","462"
"France","Données définitives","3/10/2016","22:00","-9221","-2000","-386","-3150","-2745","217"
"France","Données définitives","3/10/2016","22:30","-8628","-2000","-386","-3150","-2745","217"
"France","Données définitives","3/10/2016","23:00","-8460","-2000","402","-2995","-2745","362"
"France","Données définitives","3/10/2016","23:30","-7181","-2000","402","-2995","-2745","362"
"France","Données définitives","3/11/2016","0:00","-6658","-2000","-1006","-2787","-2755","1942"
"France","Données définitives","3/11/2016","0:30","-6900","-2000","-1006","-2787","-2755","1942"
"France","Données définitives","3/11/2016","1:00","-7011","-2000","172","-2787","-2755","848"
"France","Données définitives","3/11/2016","1:30","-6805","-2000","172","-2787","-2755","848"
"France","Données définitives","3/11/2016","2:00","-6732","-2000","129","-2787","-2755","1857"
"France","Données définitives","3/11/2016","2:30","-6059","-2000","129","-2787","-2755","1857"
"France","Données définitives","3/11/2016","3:00","-6045","-2000","511","-2787","-2755","681"
"France","Données définitives","3/11/2016","3:30","-6753","-2000","511","-2787","-2755","681"
"France","Données définitives","3/11/2016","4:00","-6900","-2000","125","-2787","-2755","702"
"France","Données définitives","3/11/2016","4:30","-7236","-2000","125","-2787","-2755","702"
"France","Données définitives","3/11/2016","5:00","-6949","-2000","286","-2787","-2755","813"
"France","Données définitives","3/11/2016","5:30","-6612","-2000","286","-2787","-2755","813"
"France","Données définitives","3/11/2016","6:00","-6919","-2000","910","-2787","-2519","238"
"France","Données définitives","3/11/2016","6:30","-6652","-2000","910","-2787","-2519","38"
"France","Données définitives","3/11/2016","7:00","-6705","-2000","700","-3223","-2628","792"
"France","Données définitives","3/11/2016","7:30","-6610","-2000","700","-3223","-2628","792"
"France","Données définitives","3/11/2016","8:00","-6643","-2000","473","-3229","-1903","1024"
"France","Données définitives","3/11/2016","8:30","-6009","-2000","473","-3229","-1903","1024"
"France","Données définitives","3/11/2016","9:00","-6074","-2000","-235","-3229","-1748","495"
"France","Données définitives","3/11/2016","9:30","-6857","-2000","-235","-3229","-1748","695"
"France","Données définitives","3/11/2016","10:00","-7019","-2000","-323","-3229","-2696","877"
"France","Données définitives","3/11/2016","10:30","-7298","-2000","-323","-3229","-2696","1077"
"France","Données définitives","3/11/2016","11:00","-7542","-2000","-1072","-3229","-2480","1435"
"France","Données définitives","3/11/2016","11:30","-7669","-2000","-1072","-3229","-2480","1435"
"France","Données définitives","3/11/2016","12:00","-7559","-2000","-1600","-3229","-169","1692"
"France","Données définitives","3/11/2016","12:30","-7023","-2000","-1600","-3229","-169","1692"
"France","Données définitives","3/11/2016","13:00","-6107","-2000","-1600","-3229","-1469","1822"
"France","Données définitives","3/11/2016","13:30","-6826","-2000","-1600","-3229","-1469","1822"
"France","Données définitives","3/11/2016","14:00","-7133","-2000","-1600","-3229","-2769","1088"
"France","Données définitives","3/11/2016","14:30","-9032","-2000","-1600","-3229","-2769","1088"
"France","Données définitives","3/11/2016","15:00","-9041","-2000","-1215","-3229","-2769","-687"
"France","Données définitives","3/11/2016","15:30","-10352","-2000","-1215","-3229","-2769","-687"
"France","Données définitives","3/11/2016","16:00","-10357","-2000","-991","-3229","-2769","-2299"
"France","Données définitives","3/11/2016","16:30","-11526","-2000","-991","-3229","-2769","-2299"
"France","Données définitives","3/11/2016","17:00","-11658","-2000","-1007","-3229","-2730","-1434"
"France","Données définitives","3/11/2016","17:30","-10702","-2000","-1007","-3229","-2730","-1634"
"France","Données définitives","3/11/2016","18:00","-10592","-2000","708","-3229","-2279","-781"
"France","Données définitives","3/11/2016","18:30","-7972","-2000","708","-3229","-2004","-981"
"France","Données définitives","3/11/2016","19:00","-7686","-2000","-973","-3229","-1013","808"
"France","Données définitives","3/11/2016","19:30","-6682","-2000","-973","-3229","-1288","1008"
"France","Données définitives","3/11/2016","20:00","-7066","-2000","-2050","-3140","-2042","1024"
"France","Données définitives","3/11/2016","20:30","-8595","-2000","-2050","-3140","-2042","1024"
"France","Données définitives","3/11/2016","21:00","-8589","-2000","-2516","-3229","-2769","910"
"France","Données définitives","3/11/2016","21:30","-10144","-2000","-2516","-3229","-2769","1110"
"France","Données définitives","3/11/2016","22:00","-9452","-2000","-2046","-3223","-2755","962"
"France","Données définitives","3/11/2016","22:30","-9461","-2000","-2046","-3223","-2755","962"
"France","Données définitives","3/11/2016","23:00","-9273","-2000","290","-2668","-2717","939"
"France","Données définitives","3/11/2016","23:30","-6287","-2000","290","-2668","-2717","939"
"France","Données définitives","3/12/2016","0:00","-6458","-2000","-780","-2298","-2518","3916"
"France","Données définitives","3/12/2016","0:30","-3977","-2000","-780","-2298","-2518","4016"
"France","Données définitives","3/12/2016","1:00","-4037","-2000","-1183","-2348","-2699","4243"
"France","Données définitives","3/12/2016","1:30","-4300","-2000","-1183","-2348","-2699","4343"
"France","Données définitives","3/12/2016","2:00","-4128","-2000","-515","-2348","-2702","4119"
"France","Données définitives","3/12/2016","2:30","-4051","-2000","-515","-2348","-2702","4119"
"France","Données définitives","3/12/2016","3:00","-3949","-2000","-1417","-2348","-2737","3617"
"France","Données définitives","3/12/2016","3:30","-5222","-2000","-1417","-2348","-2737","3717"
"France","Données définitives","3/12/2016","4:00","-5091","-2000","-1365","-2348","-2670","2879"
"France","Données définitives","3/12/2016","4:30","-5924","-2000","-1365","-2348","-2670","2879"
"France","Données définitives","3/12/2016","5:00","-5719","-2000","-730","-2348","-2755","2746"
"France","Données définitives","3/12/2016","5:30","-5298","-2000","-730","-2348","-2755","2746"
"France","Données définitives","3/12/2016","6:00","-5062","-2000","-521","-2348","-2468","2672"
"France","Données définitives","3/12/2016","6:30","-5093","-2000","-521","-2348","-2468","2572"
"France","Données définitives","3/12/2016","7:00","-5265","-2000","213","-2217","-2361","1767"
"France","Données définitives","3/12/2016","7:30","-4957","-2000","213","-2217","-2361","1567"
"France","Données définitives","3/12/2016","8:00","-5085","-2000","1675","-2223","-2250","-524"
"France","Données définitives","3/12/2016","8:30","-5521","-2000","1675","-2223","-2250","-524"
"France","Données définitives","3/12/2016","9:00","-5551","-2000","378","-2253","-2418","791"
"France","Données définitives","3/12/2016","9:30","-5739","-2000","378","-2253","-2418","891"
"France","Données définitives","3/12/2016","10:00","-5617","-2000","-562","-1867","-1800","1021"
"France","Données définitives","3/12/2016","10:30","-5620","-2000","-562","-1867","-1800","1021"
"France","Données définitives","3/12/2016","11:00","-5641","-2000","-1661","-1867","-1853","1859"
"France","Données définitives","3/12/2016","11:30","-5936","-2000","-1661","-1867","-1853","1859"
"France","Données définitives","3/12/2016","12:00","-6141","-2000","-2546","-1867","-1863","2920"
"France","Données définitives","3/12/2016","12:30","-6069","-2000","-2546","-1867","-1863","2920"
"France","Données définitives","3/12/2016","13:00","-5940","-2000","-2700","-1867","-2059","2301"
"France","Données définitives","3/12/2016","13:30","-6603","-2000","-2700","-1867","-2059","2301"
"France","Données définitives","3/12/2016","14:00","-6936","-2000","-2700","-1867","-2292","1402"
"France","Données définitives","3/12/2016","14:30","-7927","-2000","-2700","-1867","-2292","1202"
"France","Données définitives","3/12/2016","15:00","-8394","-2000","-2538","-1867","-2318","-506"
"France","Données définitives","3/12/2016","15:30","-9775","-2000","-2538","-1867","-2318","-706"
"France","Données définitives","3/12/2016","16:00","-9726","-2000","-2367","-1767","-2464","-1496"
"France","Données définitives","3/12/2016","16:30","-10478","-2000","-2367","-1767","-2464","-1696"
"France","Données définitives","3/12/2016","17:00","-10813","-2000","42","-2295","-2730","-4170"
"France","Données définitives","3/12/2016","17:30","-11510","-2000","42","-2295","-2730","-4370"
"France","Données définitives","3/12/2016","18:00","-11557","-2000","2050","-2832","-2355","-4001"
"France","Données définitives","3/12/2016","18:30","-9261","-2000","2050","-2832","-2355","-4001"
"France","Données définitives","3/12/2016","19:00","-8706","-2000","878","-2848","-1851","-1366"
"France","Données définitives","3/12/2016","19:30","-7071","-2000","878","-2848","-1851","-1366"
"France","Données définitives","3/12/2016","20:00","-7673","-2000","-2364","-2933","-2369","1225"
"France","Données définitives","3/12/2016","20:30","-8930","-2000","-2364","-2933","-2369","1425"
"France","Données définitives","3/12/2016","21:00","-8690","-2000","-2700","-3000","-2769","2108"
"France","Données définitives","3/12/2016","21:30","-8746","-2000","-2700","-3000","-2769","2308"
"France","Données définitives","3/12/2016","22:00","-8458","-2000","-2280","-3000","-2755","3862"
"France","Données définitives","3/12/2016","22:30","-6793","-2000","-2280","-3000","-2755","4062"
"France","Données définitives","3/12/2016","23:00","-5964","-2000","-676","-2637","-2526","5129"
"France","Données définitives","3/12/2016","23:30","-3154","-2000","-676","-2637","-2526","5229"
"France","Données définitives","3/13/2016","0:00","-2938","-2000","-403","-2385","-2739","4409"
"France","Données définitives","3/13/2016","0:30","-3737","-2000","-403","-2385","-2739","4409"
"France","Données définitives","3/13/2016","1:00","-4399","-2000","-313","-2385","-2680","4457"
"France","Données définitives","3/13/2016","1:30","-3351","-2000","-313","-2385","-2680","4457"
"France","Données définitives","3/13/2016","2:00","-3719","-2000","-200","-2385","-2655","3484"
"France","Données définitives","3/13/2016","2:30","-4211","-2000","-200","-2385","-2655","3484"
"France","Données définitives","3/13/2016","3:00","-4603","-2000","-844","-2385","-2619","2092"
"France","Données définitives","3/13/2016","3:30","-6352","-2000","-844","-2385","-2619","2092"
"France","Données définitives","3/13/2016","4:00","-6360","-2000","-587","-2385","-2595","462"
"France","Données définitives","3/13/2016","4:30","-7691","-2000","-587","-2385","-2595","462"
"France","Données définitives","3/13/2016","5:00","-7786","-2000","-797","-2385","-2587","357"
"France","Données définitives","3/13/2016","5:30","-7718","-2000","-797","-2385","-2587","357"
"France","Données définitives","3/13/2016","6:00","-7747","-2000","-1263","-2381","-2596","1518"
"France","Données définitives","3/13/2016","6:30","-7015","-2000","-1263","-2381","-2596","1518"
"France","Données définitives","3/13/2016","7:00","-7075","-2000","-610","-2161","-2512","906"
"France","Données définitives","3/13/2016","7:30","-6603","-2000","-610","-2161","-2512","928"
"France","Données définitives","3/13/2016","8:00","-6608","-2000","-718","-1867","-2634","351"
"France","Données définitives","3/13/2016","8:30","-7111","-2000","-718","-1867","-2634","301"
"France","Données définitives","3/13/2016","9:00","-7080","-2000","-1320","-1307","-2487","302"
"France","Données définitives","3/13/2016","9:30","-7190","-2000","-1320","-1307","-2487","312"
"France","Données définitives","3/13/2016","10:00","-6831","-2000","-1823","-747","-2422","157"
"France","Données définitives","3/13/2016","10:30","-7217","-2000","-1823","-747","-2422","178"
"France","Données définitives","3/13/2016","11:00","-7380","-2000","-2344","-747","-2456","-146"
"France","Données définitives","3/13/2016","11:30","-8073","-2000","-2344","-747","-2456","-105"
"France","Données définitives","3/13/2016","12:00","-7947","-2000","-2629","-747","-2391","58"
"France","Données définitives","3/13/2016","12:30","-8285","-2000","-2629","-747","-2391","113"
"France","Données définitives","3/13/2016","13:00","-7937","-2000","-2700","-747","-2755","-611"
"France","Données définitives","3/13/2016","13:30","-9101","-2000","-2700","-747","-2755","-561"
"France","Données définitives","3/13/2016","14:00","-9165","-2000","-2700","-747","-2755","-1851"
"France","Données définitives","3/13/2016","14:30","-10419","-2000","-2700","-747","-2755","-1851"
"France","Données définitives","3/13/2016","15:00","-10455","-2000","-2675","-747","-2755","-2955"
"France","Données définitives","3/13/2016","15:30","-11531","-2000","-2675","-747","-2755","-2955"
"France","Données définitives","3/13/2016","16:00","-11701","-2000","-2700","-747","-2755","-3867"
