"Perimetre","Date","Heures","Fioul","Charbon","Gaz","Nucleaire","Eolien","Solaire","Hydraulique","Pompage","Bioenergies"
"France","7/6/2016","22:00","140","538","1683","42133","768","0","7903","-23","993"
"France","7/6/2016","22:30","141","568","1718","41929","850","0","7921","-22","979"
"France","7/6/2016","23:00","141","609","1746","42091","955","0","10920","-68","991"
"France","7/6/2016","23:30","141","557","1681","41925","992","0","9058","-76","999"
"France","7/7/2016","0:00","140","644","1728","42001","953","0","7846","-23","995"
"France","7/7/2016","0:30","140","463","488","41495","943","0","7190","-494","1003"
"France","7/7/2016","1:00","139","378","497","40170","936","0","6651","-1048","977"
"France","7/7/2016","1:30","138","473","515","40925","895","0","6693","-1382","994"
"France","7/7/2016","2:00","138","443","525","40732","829","0","6450","-1380","1008"
"France","7/7/2016","2:30","138","614","528","41190","839","0","6430","-1920","1016"
"France","7/7/2016","3:00","137","569","515","40364","772","0","6090","-1921","1008"
"France","7/7/2016","3:30","132","593","528","41181","752","0","6340","-2231","993"
"France","7/7/2016","4:00","132","601","469","40946","715","0","5996","-2190","993"
"France","7/7/2016","4:30","129","619","414","41479","674","0","5944","-2186","1000"
"France","7/7/2016","5:00","128","605","407","41758","644","0","5889","-2183","998"
"France","7/7/2016","5:30","129","561","491","41163","632","0","5974","-1947","998"
"France","7/7/2016","6:00","128","579","808","41401","612","0","6017","-1878","989"
"France","7/7/2016","6:30","130","577","1198","41692","589","17","6413","-1299","983"
"France","7/7/2016","7:00","131","579","1786","42176","561","120","6447","-619","983"
"France","7/7/2016","7:30","130","551","2043","42144","563","344","6800","-536","978"
"France","7/7/2016","8:00","130","552","2377","42666","527","734","7066","-433","963"
"France","7/7/2016","8:30","141","632","2597","42916","439","1266","7364","-22","945"
"France","7/7/2016","9:00","141","602","2655","42827","337","1801","8055","-19","937"
"France","7/7/2016","9:30","141","660","2787","43319","276","2338","8624","-19","927"
"France","7/7/2016","10:00","141","684","2406","43418","239","2889","9116","-18","934"
"France","7/7/2016","10:30","141","667","2393","43575","220","3391","9151","-18","934"
"France","7/7/2016","11:00","141","684","2465","43600","182","3705","9143","-65","926"
"France","7/7/2016","11:30","145","665","2597","43444","151","4048","8989","-75","921"
"France","7/7/2016","12:00","138","656","2745","43427","141","4275","8965","-21","931"
"France","7/7/2016","12:30","139","589","2861","43219","162","4501","7823","-21","926"
"France","7/7/2016","13:00","137","635","2871","43480","197","4725","7795","-24","933"
"France","7/7/2016","13:30","137","611","2699","43331","213","4790","7513","-22","928"
"France","7/7/2016","14:00","137","615","2674","43302","224","4823","7409","-22","914"
"France","7/7/2016","14:30","156","661","2666","43457","197","4743","7711","-22","906"
"France","7/7/2016","15:00","162","610","2594","43247","197","4674","7321","-58","919"
"France","7/7/2016","15:30","185","689","2618","43575","194","4371","7332","-44","916"
"France","7/7/2016","16:00","179","654","2611","43541","205","4182","7103","-44","916"
"France","7/7/2016","16:30","184","582","2682","43539","195","3964","7469","-44","956"
"France","7/7/2016","17:00","189","618","2622","43368","210","3594","7585","-45","944"
"France","7/7/2016","17:30","203","685","2628","43424","216","3182","8086","-45","954"
"France","7/7/2016","18:00","205","687","2676","43558","196","2764","8667","-45","940"
"France","7/7/2016","18:30","146","688","2647","43587","223","2186","9055","-45","954"
"France","7/7/2016","19:00","133","695","2718","43596","214","1680","10003","-36","963"
"France","7/7/2016","19:30","136","692","2712","43537","198","1176","10027","-37","975"
"France","7/7/2016","20:00","137","688","2692","43373","214","718","10015","-36","979"
"France","7/7/2016","20:30","137","688","2597","43269","262","390","9695","-36","982"
"France","7/7/2016","21:00","135","689","2664","43321","318","173","8457","-35","994"
"France","7/7/2016","21:30","136","685","2692","43322","346","41","7991","-36","1000"
"France","7/7/2016","22:00","136","694","2759","43614","386","0","7846","-35","1001"
"France","7/7/2016","22:30","137","565","2682","42703","451","0","7861","-22","1006"
"France","7/7/2016","23:00","135","589","2710","43081","441","0","9786","-51","1006"
"France","7/7/2016","23:30","135","532","2381","42840","370","0","9135","-63","1003"
"France","7/8/2016","0:00","136","528","2236","42752","337","0","8129","-23","1015"
"France","7/8/2016","0:30","135","464","1087","42957","318","0","7899","-318","998"
"France","7/8/2016","1:00","136","397","794","42376","288","0","6615","-1068","997"
"France","7/8/2016","1:30","136","476","528","43122","274","0","6556","-1206","1002"
"France","7/8/2016","2:00","135","471","507","43074","271","0","6117","-1398","1007"
"France","7/8/2016","2:30","135","488","510","43122","297","0","5933","-1625","1025"
"France","7/8/2016","3:00","136","395","510","42489","298","0","5651","-1993","1029"
"France","7/8/2016","3:30","136","491","514","43173","291","0","5717","-1992","1023"
"France","7/8/2016","4:00","136","424","512","42475","290","0","5538","-1992","1026"
"France","7/8/2016","4:30","138","442","514","42671","302","0","5660","-2003","1032"
"France","7/8/2016","5:00","135","446","508","42740","271","0","5862","-2124","1028"
"France","7/8/2016","5:30","137","457","506","42960","254","0","6032","-2094","1031"
"France","7/8/2016","6:00","137","597","692","42642","261","0","6409","-1924","1022"
"France","7/8/2016","6:30","137","572","932","42837","316","13","7276","-524","1022"
"France","7/8/2016","7:00","138","649","1618","42691","417","91","7845","-54","1006"
"France","7/8/2016","7:30","138","567","1876","41836","521","255","8622","-23","993"
"France","7/8/2016","8:00","138","608","2111","42007","575","520","9904","-24","978"
"France","7/8/2016","8:30","138","554","2282","41852","521","882","10893","-22","977"
"France","7/8/2016","9:00","138","566","2454","42164","465","1306","11620","-22","987"
"France","7/8/2016","9:30","138","616","2569","42313","443","1791","11695","-22","973"
"France","7/8/2016","10:00","137","694","2544","42348","586","2225","11723","-22","962"
"France","7/8/2016","10:30","137","626","2527","42302","681","2689","11614","-22","969"
"France","7/8/2016","11:00","137","664","2485","42246","814","3076","11687","-22","960"
"France","7/8/2016","11:30","138","648","2476","42180","1007","3414","11375","-54","963"
"France","7/8/2016","12:00","138","668","2469","42121","1243","3745","10968","-64","971"
"France","7/8/2016","12:30","138","667","2262","41921","1452","3993","9985","-65","980"
"France","7/8/2016","13:00","138","671","2303","42006","1756","4148","9533","-22","972"
"France","7/8/2016","13:30","146","640","1674","42022","1975","4150","9121","-23","971"
"France","7/8/2016","14:00","144","601","1615","41970","2162","4167","8815","-350","962"
"France","7/8/2016","14:30","135","590","1612","41857","2301","4154","8549","-349","971"
"France","7/8/2016","15:00","135","605","1569","41561","2360","4082","7775","-346","963"
"France","7/8/2016","15:30","135","606","1290","41806","2495","3896","8243","-23","955"
"France","7/8/2016","16:00","135","640","1207","41680","2627","3674","8058","-34","955"
"France","7/8/2016","16:30","134","667","1237","41787","2740","3442","8094","-46","958"
"France","7/8/2016","17:00","135","610","1213","41687","2834","3047","8147","-226","966"
"France","7/8/2016","17:30","136","605","1268","41801","2894","2680","8344","-551","972"
"France","7/8/2016","18:00","137","604","1296","42057","2813","2285","8362","-371","974"
"France","7/8/2016","18:30","135","606","1257","42027","2660","1860","8649","-208","984"
"France","7/8/2016","19:00","135","612","1267","42148","2601","1459","8968","-45","988"
"France","7/8/2016","19:30","136","604","1248","42406","2528","1029","8464","-46","985"
"France","7/8/2016","20:00","135","463","1258","42419","2480","628","8009","-47","976"
"France","7/8/2016","20:30","136","360","1181","42326","2268","335","7502","-117","973"
"France","7/8/2016","21:00","135","358","1244","41772","2075","147","7472","-574","985"
"France","7/8/2016","21:30","135","361","1253","41725","2004","30","7689","-697","1007"
"France","7/8/2016","22:00","136","358","1225","41720","1995","0","7806","-698","1018"
"France","7/8/2016","22:30","136","358","1215","41644","2037","0","7829","-31","1012"
"France","7/8/2016","23:00","135","355","1267","41024","2170","0","10396","-31","1003"
"France","7/8/2016","23:30","136","353","1185","40529","2158","0","8953","-60","1008"
"France","7/9/2016","0:00","136","339","1039","40434","2029","0","8391","-82","1010"
"France","7/9/2016","0:30","136","211","496","40275","1882","0","8054","-92","1015"
"France","7/9/2016","1:00","148","10","508","38958","1798","0","6518","-79","1023"
"France","7/9/2016","1:30","150","10","498","39128","1650","0","6401","-507","1042"
"France","7/9/2016","2:00","135","10","513","38986","1499","0","5873","-531","1039"
"France","7/9/2016","2:30","137","10","516","39230","1448","0","5691","-928","1040"
"France","7/9/2016","3:00","136","10","494","39054","1335","0","5651","-1556","1044"
"France","7/9/2016","3:30","134","9","462","38586","1283","0","5641","-2041","1041"
"France","7/9/2016","4:00","134","12","455","38321","1164","0","5602","-2040","1041"
"France","7/9/2016","4:30","134","12","458","38342","1091","0","5672","-2036","1047"
"France","7/9/2016","5:00","134","13","507","38375","979","0","5638","-2038","1051"
"France","7/9/2016","5:30","134","12","512","38639","913","0","5754","-1703","1047"
"France","7/9/2016","6:00","134","11","517","38206","852","0","5744","-1685","1047"
"France","7/9/2016","6:30","135","13","513","39039","726","12","5899","-1595","1040"
"France","7/9/2016","7:00","136","13","545","39391","658","90","5803","-1597","1041"
"France","7/9/2016","7:30","136","12","544","39031","600","261","5959","-1593","1043"
"France","7/9/2016","8:00","136","13","581","39172","580","560","6232","-1321","1039"
"France","7/9/2016","8:30","137","12","583","38608","591","959","6260","-644","1033"
"France","7/9/2016","9:00","136","11","584","38724","625","1398","6913","-621","1032"
"France","7/9/2016","9:30","137","11","622","38353","657","1876","7379","-620","1022"
"France","7/9/2016","10:00","135","13","588","38345","683","2375","7764","-447","1028"
"France","7/9/2016","10:30","133","13","581","38598","683","2879","8655","-31","1024"
"France","7/9/2016","11:00","135","12","583","38505","715","3310","8716","-31","1015"
"France","7/9/2016","11:30","133","11","653","38468","694","3700","8411","-31","1013"
"France","7/9/2016","12:00","133","12","812","38290","714","4039","8283","-72","1009"
"France","7/9/2016","12:30","134","12","980","38134","747","4327","8145","-83","1010"
"France","7/9/2016","13:00","132","11","939","38218","789","4494","8263","-85","1015"
"France","7/9/2016","13:30","133","12","931","37668","791","4670","7464","-54","1012"
"France","7/9/2016","14:00","134","11","926","37443","762","4769","7017","-457","1012"
"France","7/9/2016","14:30","135","10","907","36864","767","4751","6653","-826","992"
"France","7/9/2016","15:00","137","9","904","36678","747","4685","6430","-796","998"
"France","7/9/2016","15:30","136","10","935","37605","735","4557","6955","-993","999"
"France","7/9/2016","16:00","135","9","935","37998","718","4375","6968","-1846","997"
"France","7/9/2016","16:30","136","10","925","37959","680","4156","6829","-1844","989"
"France","7/9/2016","17:00","136","11","924","38135","667","3859","6931","-1809","989"
"France","7/9/2016","17:30","137","11","925","37742","647","3461","7035","-506","986"
"France","7/9/2016","18:00","138","10","925","38040","569","2997","7511","-483","985"
"France","7/9/2016","18:30","137","10","924","37820","534","2468","7897","-276","999"
"France","7/9/2016","19:00","137","11","927","38204","473","1886","8455","-31","991"
"France","7/9/2016","19:30","137","11","925","38222","422","1288","9740","-31","991"
"France","7/9/2016","20:00","136","11","925","38268","382","738","9585","-31","993"
"France","7/9/2016","20:30","137","11","928","38216","369","339","9486","-45","997"
"France","7/9/2016","21:00","139","10","926","38074","386","128","9032","-45","1006"
"France","7/9/2016","21:30","137","10","932","38277","432","25","9313","-45","1006"
"France","7/9/2016","22:00","137","9","936","38269","491","0","8767","-45","1009"
"France","7/9/2016","22:30","136","7","936","37553","541","0","8870","-31","1020"
"France","7/9/2016","23:00","137","8","943","38067","559","0","11481","-31","1022"
"France","7/9/2016","23:30","137","8","943","37663","559","0","10189","-31","1022"
"France","7/10/2016","0:00","137","17","947","37906","575","0","9213","-61","1025"
"France","7/10/2016","0:30","137","17","550","37771","593","0","8406","-81","1031"
"France","7/10/2016","1:00","147","18","548","37076","643","0","6617","-264","1036"
"France","7/10/2016","1:30","150","18","534","37095","672","0","6707","-292","1031"
"France","7/10/2016","2:00","139","19","531","36668","672","0","6293","-222","1041"
"France","7/10/2016","2:30","137","19","547","35946","667","0","6073","-664","1041"
"France","7/10/2016","3:00","137","19","581","34629","690","0","5867","-1013","1042"
"France","7/10/2016","3:30","136","19","627","34650","670","0","5878","-1339","1035"
"France","7/10/2016","4:00","138","19","631","34015","674","0","5857","-1681","1041"
"France","7/10/2016","4:30","136","17","632","34448","663","0","5362","-1680","1042"
"France","7/10/2016","5:00","137","18","634","34268","685","0","5331","-1844","1046"
"France","7/10/2016","5:30","138","18","641","34323","707","0","5182","-2021","1050"
"France","7/10/2016","6:00","140","18","642","34058","710","0","5056","-2344","1042"
"France","7/10/2016","6:30","138","19","638","34165","730","11","5031","-2345","1043"
