"Perimetre","Date","Heures","Fioul","Charbon","Gaz","Nucleaire","Eolien","Solaire","Hydraulique","Pompage","Bioenergies"
"France","12/1/2016","10:00","1024","2174","9398","48760","960","1613","11281","-8","1121"
"France","12/1/2016","10:30","892","2212","9504","48776","883","2247","10560","-8","1133"
"France","12/1/2016","11:00","890","2208","9161","48646","770","2753","9452","-8","1119"
"France","12/1/2016","11:30","929","2253","8905","48699","625","3118","8955","-9","1129"
"France","12/1/2016","12:00","946","2268","8900","48688","564","3353","9354","-9","1123"
"France","12/1/2016","12:30","846","2047","9149","48674","483","3475","8515","-9","1117"
"France","12/1/2016","13:00","854","2036","9305","48760","432","3489","7547","-8","1041"
"France","12/1/2016","13:30","879","2061","9406","48624","412","3396","6678","-10","1047"
"France","12/1/2016","14:00","851","2029","9297","48513","418","3196","6686","-364","1051"
"France","12/1/2016","14:30","921","2093","9178","48414","423","2887","6341","-363","1048"
"France","12/1/2016","15:00","787","1958","8902","48163","431","2423","6027","-364","1063"
"France","12/1/2016","15:30","828","2073","9122","48328","449","1828","5840","-10","1066"
"France","12/1/2016","16:00","907","2074","9119","48238","464","1167","5873","-11","1074"
"France","12/1/2016","16:30","967","2163","9268","47132","532","555","7022","-9","1083"
"France","12/1/2016","17:00","1107","2096","9188","47062","625","112","8894","-8","1091"
"France","12/1/2016","17:30","1159","2223","9271","47267","736","0","10971","-8","1089"
"France","12/1/2016","18:00","1350","2266","9349","47315","837","0","12991","-8","1099"
"France","12/1/2016","18:30","1617","2156","9256","47526","944","0","13371","-8","1108"
"France","12/1/2016","19:00","1636","2189","9337","48035","1007","0","13874","-8","1115"
"France","12/1/2016","19:30","1215","2271","9414","48499","1033","0","12910","-8","1119"
"France","12/1/2016","20:00","744","2134","9309","48745","1060","0","11503","-8","1110"
"France","12/1/2016","20:30","680","2166","9357","48772","1080","0","9049","-8","1105"
"France","12/1/2016","21:00","556","2059","9383","48730","1085","0","7661","-56","1105"
"France","12/1/2016","21:30","767","2273","9239","48856","1124","0","6579","-61","1108"
"France","12/1/2016","22:00","582","2105","8930","48789","1122","0","6007","-597","1108"
"France","12/1/2016","22:30","553","2054","9187","48799","1075","0","5880","-544","1123"
"France","12/1/2016","23:00","823","2126","9276","48698","1119","0","6987","-7","1116"
"France","12/1/2016","23:30","865","2010","9213","48645","1161","0","6443","-7","1127"
"France","12/2/2016","0:00","732","2070","9276","48640","1217","0","6461","-8","1127"
"France","12/2/2016","0:30","279","2163","9104","48918","1266","0","6148","-28","1122"
"France","12/2/2016","1:00","192","2029","8857","48739","1265","0","5349","-1163","1127"
"France","12/2/2016","1:30","193","2116","8838","48592","1208","0","5110","-1167","1137"
"France","12/2/2016","2:00","193","1879","8838","48340","1191","0","4844","-1165","1135"
"France","12/2/2016","2:30","194","1776","8881","48781","1154","0","5022","-1743","1132"
"France","12/2/2016","3:00","193","1576","8601","48283","1125","0","4731","-1810","1126"
"France","12/2/2016","3:30","193","1706","9067","48722","1109","0","4545","-2450","1135"
"France","12/2/2016","4:00","193","1583","9031","48308","1148","0","4422","-2609","1126"
"France","12/2/2016","4:30","194","1586","8985","48562","1113","0","4346","-2602","1127"
"France","12/2/2016","5:00","194","1592","8975","48595","1131","0","4319","-2602","1125"
"France","12/2/2016","5:30","194","1609","8930","48709","1115","0","4350","-2380","1097"
"France","12/2/2016","6:00","194","1835","8788","48562","1097","0","4912","-1145","1108"
"France","12/2/2016","6:30","193","1978","9057","48648","1146","0","5853","-517","1114"
"France","12/2/2016","7:00","194","2231","9415","48894","1143","0","7762","-8","1104"
"France","12/2/2016","7:30","201","2112","9152","48633","1201","0","9991","-8","1107"
"France","12/2/2016","8:00","203","2163","9196","48877","1253","0","11210","-9","1105"
"France","12/2/2016","8:30","201","2162","9174","48847","1234","49","11497","-9","1099"
"France","12/2/2016","9:00","190","2194","9136","49143","1292","341","10935","-41","1103"
"France","12/2/2016","9:30","192","2265","9154","49175","1302","820","11327","-61","1092"
"France","12/2/2016","10:00","195","2201","9108","49006","1319","1350","10474","-61","1088"
"France","12/2/2016","10:30","194","2256","9104","49023","1242","1894","10464","-25","1095"
"France","12/2/2016","11:00","194","2195","9045","49018","1176","2329","9646","-8","1092"
"France","12/2/2016","11:30","194","2217","9026","49040","1116","2627","9774","-8","1095"
"France","12/2/2016","12:00","192","2153","9028","49052","1070","2850","9147","-9","1100"
"France","12/2/2016","12:30","191","2022","8945","49142","1013","2991","7486","-9","1110"
"France","12/2/2016","13:00","191","2112","9003","49136","997","3032","7503","-8","1109"
"France","12/2/2016","13:30","190","2225","8967","49129","1001","2940","7339","-8","1121"
"France","12/2/2016","14:00","191","2152","8829","48969","988","2770","6755","-8","1120"
"France","12/2/2016","14:30","193","2221","8681","49129","1058","2478","7164","-8","1109"
"France","12/2/2016","15:00","191","2099","8495","49083","1135","2112","6529","-8","1116"
"France","12/2/2016","15:30","192","2165","8592","49117","1209","1609","6755","-9","1114"
"France","12/2/2016","16:00","192","2131","8558","49101","1239","1023","6727","-9","1118"
"France","12/2/2016","16:30","189","2059","8724","48958","1380","487","6584","-8","1120"
"France","12/2/2016","17:00","186","2175","8846","49055","1517","99","7375","-8","1114"
"France","12/2/2016","17:30","187","2193","9005","49184","1682","0","8747","-8","1115"
"France","12/2/2016","18:00","187","2186","9075","49263","1891","0","10694","-8","1117"
"France","12/2/2016","18:30","187","2068","9046","49257","2073","0","10333","-8","1124"
"France","12/2/2016","19:00","190","2094","9068","49254","2235","0","10900","-8","1133"
"France","12/2/2016","19:30","193","2082","8856","49269","2311","0","10364","-8","1129"
"France","12/2/2016","20:00","193","2068","8850","49266","2407","0","8357","-8","1135"
"France","12/2/2016","20:30","183","1952","8713","49134","2500","0","7099","-8","1137"
"France","12/2/2016","21:00","182","1913","8629","48700","2555","0","6353","-10","1131"
"France","12/2/2016","21:30","182","2028","8141","48554","2543","0","5415","-259","1131"
"France","12/2/2016","22:00","183","1777","7712","48470","2559","0","5007","-384","1122"
"France","12/2/2016","22:30","183","1666","7621","48411","2490","0","4904","-272","1128"
"France","12/2/2016","23:00","182","1321","8057","48847","2500","0","6018","-8","1118"
"France","12/2/2016","23:30","182","1045","7911","48574","2504","0","5588","-7","1135"
"France","12/3/2016","0:00","214","909","7685","48092","2573","0","5967","-7","1134"
"France","12/3/2016","0:30","190","1010","7432","48559","2602","0","5472","-169","1135"
"France","12/3/2016","1:00","182","912","7370","48104","2639","0","4541","-1203","1146"
"France","12/3/2016","1:30","182","1033","7339","48644","2644","0","3984","-1974","1145"
"France","12/3/2016","2:00","182","902","7063","48127","2695","0","3909","-1617","1155"
"France","12/3/2016","2:30","183","901","7154","48144","2661","0","3832","-2132","1145"
"France","12/3/2016","3:00","184","694","7010","46852","2654","0","3671","-2138","1145"
"France","12/3/2016","3:30","184","807","7197","47486","2679","0","3522","-2584","1148"
"France","12/3/2016","4:00","183","701","6902","47160","2707","0","3455","-2583","1148"
"France","12/3/2016","4:30","184","836","7048","47381","2757","0","3458","-2494","1143"
"France","12/3/2016","5:00","183","777","6572","47571","2828","0","3355","-2495","1142"
"France","12/3/2016","5:30","181","746","6664","47999","2879","0","3317","-2580","1144"
"France","12/3/2016","6:00","183","674","6496","48172","3023","0","3422","-2224","1135"
"France","12/3/2016","6:30","183","695","6610","48181","3233","0","3496","-2218","1122"
"France","12/3/2016","7:00","183","747","6777","48285","3343","0","3620","-2086","1122"
"France","12/3/2016","7:30","184","873","6686","48205","3459","0","4114","-1920","1126"
"France","12/3/2016","8:00","184","963","6870","48939","3487","0","4298","-1918","1110"
"France","12/3/2016","8:30","181","961","6967","48995","3462","31","4301","-1898","1112"
"France","12/3/2016","9:00","195","1067","7528","48956","3520","273","4561","-1368","1114"
"France","12/3/2016","9:30","197","1104","7515","48962","3509","714","4912","-661","1125"
"France","12/3/2016","10:00","188","1080","7413","48799","3352","1174","5100","-265","1114"
"France","12/3/2016","10:30","184","1072","7345","48924","3311","1625","5223","-265","1120"
"France","12/3/2016","11:00","179","981","7155","48618","3224","1998","4958","-235","1123"
"France","12/3/2016","11:30","199","1058","7421","48875","3226","2312","5206","-419","1116"
"France","12/3/2016","12:00","197","1040","7366","48780","3162","2555","5396","-419","1125"
"France","12/3/2016","12:30","189","995","7250","48596","3269","2652","5349","-423","1131"
"France","12/3/2016","13:00","190","986","7202","48364","3458","2700","5279","-8","1139"
"France","12/3/2016","13:30","189","1034","7275","48378","3511","2682","4770","-25","1131"
"France","12/3/2016","14:00","187","1029","7236","48308","3544","2525","4569","-1231","1136"
"France","12/3/2016","14:30","187","1076","7270","48547","3533","2295","4395","-1437","1137"
"France","12/3/2016","15:00","203","1049","7198","48285","3559","1878","4164","-1809","1134"
"France","12/3/2016","15:30","204","1090","7309","48566","3690","1432","3916","-1952","1128"
"France","12/3/2016","16:00","194","1137","7423","48805","3739","893","3996","-2355","1121"
"France","12/3/2016","16:30","188","1087","7301","48654","3908","431","3935","-2351","1122"
"France","12/3/2016","17:00","188","1134","7453","49066","4129","97","4247","-1977","1119"
"France","12/3/2016","17:30","252","1067","7680","48919","4406","0","4540","-1448","1116"
"France","12/3/2016","18:00","252","1011","7584","48836","4716","0","5524","-9","1118"
"France","12/3/2016","18:30","209","903","7421","49492","4855","0","6257","-143","1117"
"France","12/3/2016","19:00","185","915","7362","49820","5069","0","6393","-418","1109"
"France","12/3/2016","19:30","182","806","7206","49526","5218","0","6295","-582","1111"
"France","12/3/2016","20:00","181","788","7122","49204","5328","0","5335","-582","1116"
"France","12/3/2016","20:30","182","844","6929","49655","5388","0","4821","-768","1117"
"France","12/3/2016","21:00","182","809","6750","49305","5414","0","4596","-1271","1117"
"France","12/3/2016","21:30","181","888","6927","49669","5398","0","4380","-1913","1115"
"France","12/3/2016","22:00","182","825","6755","49276","5383","0","4205","-2308","1127"
"France","12/3/2016","22:30","181","740","6822","48651","5168","0","4058","-1856","1122"
"France","12/3/2016","23:00","181","937","7196","49352","5076","0","4957","-1667","1128"
"France","12/3/2016","23:30","180","941","7215","49305","5067","0","4655","-1880","1127"
"France","12/4/2016","0:00","180","955","7241","49443","4987","0","4859","-1573","1125"
"France","12/4/2016","0:30","179","1073","7411","49519","4966","0","5387","-862","1127"
"France","12/4/2016","1:00","179","1010","7194","49215","4841","0","4119","-1236","1121"
"France","12/4/2016","1:30","180","1106","6618","49646","4779","0","3503","-1592","1125"
"France","12/4/2016","2:00","180","1050","6480","49428","4808","0","3407","-1595","1124"
"France","12/4/2016","2:30","181","1101","6595","49612","4816","0","3567","-1612","1128"
"France","12/4/2016","3:00","179","938","6446","49329","4853","0","3458","-2657","1135"
"France","12/4/2016","3:30","179","766","6219","49527","4781","0","3574","-2667","1132"
"France","12/4/2016","4:00","178","712","5685","49273","4724","0","3359","-2636","1127"
"France","12/4/2016","4:30","178","749","5444","49713","4594","0","3379","-2475","1123"
"France","12/4/2016","5:00","178","627","5470","49526","4550","0","3327","-2473","1119"
"France","12/4/2016","5:30","178","612","5524","49362","4503","0","3253","-2635","1117"
"France","12/4/2016","6:00","177","614","5569","49370","4400","0","3191","-2570","1107"
"France","12/4/2016","6:30","178","619","6092","49480","4418","0","3322","-2479","1122"
"France","12/4/2016","7:00","178","612","6287","49314","4375","0","3373","-1952","1123"
"France","12/4/2016","7:30","177","763","6368","49316","4367","0","3755","-1953","1121"
"France","12/4/2016","8:00","178","1095","6548","49681","4298","0","3932","-2124","1116"
"France","12/4/2016","8:30","178","1087","6478","49485","4319","29","3977","-2121","1111"
"France","12/4/2016","9:00","178","1149","6670","49837","4267","269","4042","-1903","1120"
"France","12/4/2016","9:30","177","1126","6648","49748","4107","690","4058","-1383","1114"
"France","12/4/2016","10:00","176","1128","6621","49659","3792","1160","4275","-591","1118"
"France","12/4/2016","10:30","176","1115","6778","49538","3386","1668","4385","-435","1118"
"France","12/4/2016","11:00","176","1139","6908","49716","3102","2071","4479","-839","1121"
"France","12/4/2016","11:30","175","1093","6913","49672","2803","2372","4582","-515","1122"
"France","12/4/2016","12:00","175","1092","6929","49568","2562","2521","4579","-463","1116"
"France","12/4/2016","12:30","174","1012","6738","49681","2351","2622","4230","-61","1107"
"France","12/4/2016","13:00","174","1033","6781","49859","2180","2679","4231","-61","1109"
"France","12/4/2016","13:30","174","1041","6792","49866","2125","2501","4253","-61","1112"
"France","12/4/2016","14:00","173","985","6688","49561","2124","2306","3850","-637","1108"
"France","12/4/2016","14:30","175","1019","6383","49748","2089","1984","3826","-700","1109"
"France","12/4/2016","15:00","174","1041","6345","49741","2088","1599","3824","-1898","1111"
"France","12/4/2016","15:30","174","1126","6696","50158","2191","1169","3799","-2056","1113"
"France","12/4/2016","16:00","175","1035","6508","49669","2319","685","3677","-891","1117"
"France","12/4/2016","16:30","175","997","6731","49100","2622","318","3800","-564","1104"
"France","12/4/2016","17:00","175","1097","7107","49590","3062","65","3978","-980","1052"
"France","12/4/2016","17:30","174","1075","7204","49462","3569","0","4875","-981","1049"
"France","12/4/2016","18:00","175","1081","7402","49713","3991","0","5651","-60","1066"
"France","12/4/2016","18:30","172","1068","7617","50034","4166","0","6597","-52","1065"
"France","12/4/2016","19:00","174","1071","7770","50254","4251","0","7786","-53","1066"
"France","12/4/2016","19:30","175","1092","7923","50259","4353","0","8153","-52","1056"
"France","12/4/2016","20:00","176","1081","7923","50332","4299","0","7690","-52","1061"
"France","12/4/2016","20:30","174","1072","7858","50296","4219","0","6437","-52","1067"
"France","12/4/2016","21:00","173","1066","7868","50207","4167","0","5432","-54","1056"
"France","12/4/2016","21:30","172","1068","7723","50201","4082","0","4884","-539","1065"
"France","12/4/2016","22:00","174","1007","7685","50076","3991","0","4851","-1265","1069"
"France","12/4/2016","22:30","192","900","7537","49907","3863","0","4645","-1311","1069"
"France","12/4/2016","23:00","205","1031","7809","50148","3866","0","5112","-267","1073"
"France","12/4/2016","23:30","174","891","7624","49767","3807","0","4531","-268","1067"
"France","12/5/2016","0:00","173","980","7735","49975","3723","0","4268","-266","1069"
"France","12/5/2016","0:30","173","1035","7931","50255","3626","0","4462","-214","1079"
"France","12/5/2016","1:00","172","909","7844","49924","3565","0","3448","-944","1077"
"France","12/5/2016","1:30","174","1079","8211","50337","3549","0","3088","-1497","1068"
"France","12/5/2016","2:00","174","1032","8120","49813","3513","0","3056","-1194","1071"
"France","12/5/2016","2:30","173","973","8167","49770","3491","0","3029","-1215","1070"
"France","12/5/2016","3:00","174","747","7971","49300","3443","0","2964","-1733","1072"
"France","12/5/2016","3:30","174","757","7546","50075","3405","0","3108","-2060","1069"
"France","12/5/2016","4:00","174","691","7329","49661","3315","0","3064","-2058","1068"
"France","12/5/2016","4:30","175","832","7262","49867","3288","0","3127","-1947","1070"
"France","12/5/2016","5:00","174","980","7275","49894","3220","0","3244","-1753","1064"
"France","12/5/2016","5:30","175","1154","7948","49764","3133","0","3232","-1732","1063"
"France","12/5/2016","6:00","175","1379","8086","50048","3084","0","3239","-674","1069"
"France","12/5/2016","6:30","175","1420","8345","50097","3070","0","3906","-642","1070"
"France","12/5/2016","7:00","176","1516","8567","50476","3009","0","5957","-44","1069"
"France","12/5/2016","7:30","176","1619","8856","50486","3006","0","6899","-7","1064"
"France","12/5/2016","8:00","185","1713","8871","50525","2935","0","8363","-8","1066"
"France","12/5/2016","8:30","186","1693","9080","50508","2847","24","9693","-8","1061"
"France","12/5/2016","9:00","187","1684","9073","50477","2733","258","9418","-8","1056"
"France","12/5/2016","9:30","186","1694","9054","50484","2617","677","9514","-8","1048"
"France","12/5/2016","10:00","186","1683","9056","50460","2421","1149","9175","-8","1050"
"France","12/5/2016","10:30","190","1690","9214","50490","2180","1642","8158","-25","1038"
"France","12/5/2016","11:00","186","1687","9060","50468","1879","2021","8050","-60","1020"
"France","12/5/2016","11:30","188","1702","8778","50455","1587","2226","8065","-61","997"
"France","12/5/2016","12:00","185","1688","8781","50373","1296","2462","7904","-62","1012"
"France","12/5/2016","12:30","185","1688","8707","50341","1104","2466","7498","-62","1024"
"France","12/5/2016","13:00","185","1657","8710","50314","950","2518","8065","-8","1024"
"France","12/5/2016","13:30","184","1686","8356","50276","837","2390","8228","-8","1021"
"France","12/5/2016","14:00","184","1627","8524","50070","732","2215","7508","-10","1045"
"France","12/5/2016","14:30","181","1719","8723","50418","664","1940","7959","-8","1047"
"France","12/5/2016","15:00","181","1707","8576","50360","588","1568","6938","-8","1041"
"France","12/5/2016","15:30","181","1731","9076","50380","584","1144","7602","-8","1054"
"France","12/5/2016","16:00","179","1738","9096","50390","601","690","7172","-8","1063"
"France","12/5/2016","16:30","178","1725","9075","50323","691","309","7265","-8","1066"
"France","12/5/2016","17:00","177","1732","9114","50371","842","71","8097","-8","1063"
"France","12/5/2016","17:30","180","1733","9140","50495","995","0","9267","-8","1067"
"France","12/5/2016","18:00","183","1733","9147","50477","1129","0","11165","-8","1070"
"France","12/5/2016","18:30","179","1730","9184","50419","1261","0","11258","-8","1067"
"France","12/5/2016","19:00","176","1733","9259","50427","1354","0","12180","-8","1067"
"France","12/5/2016","19:30","181","1737","9276","50421","1372","0","11664","-8","1070"
"France","12/5/2016","20:00","184","1723","9244","50458","1368","0","10099","-8","1071"
"France","12/5/2016","20:30","181","1725","9210","50491","1390","0","8990","-8","1063"
"France","12/5/2016","21:00","182","1589","8953","50431","1397","0","7237","-8","1064"
"France","12/5/2016","21:30","182","1610","8889","50429","1377","0","6194","-8","1075"
"France","12/5/2016","22:00","182","1546","8813","50142","1393","0","5119","-8","1081"
"France","12/5/2016","22:30","212","1392","8811","50199","1380","0","4690","-94","1074"
"France","12/5/2016","23:00","220","1538","8935","50366","1368","0","6093","-122","1070"
"France","12/5/2016","23:30","182","1356","8576","50209","1353","0","4651","-149","1083"
"France","12/6/2016","0:00","182","1419","8589","50113","1294","0","4630","-95","1088"
"France","12/6/2016","0:30","181","1545","8360","50288","1263","0","4983","-75","1079"
"France","12/6/2016","1:00","182","1448","8311","50165","1179","0","3886","-912","1080"
"France","12/6/2016","1:30","182","1571","8301","50375","1107","0","3747","-1260","1080"
"France","12/6/2016","2:00","182","1522","8218","50256","1012","0","3474","-1264","1076"
"France","12/6/2016","2:30","182","1689","8470","50468","924","0","3210","-1279","1073"
"France","12/6/2016","3:00","182","1528","8272","50109","843","0","3072","-1825","1073"
"France","12/6/2016","3:30","182","1641","8405","50346","795","0","3324","-1975","1085"
"France","12/6/2016","4:00","182","1581","8319","50201","727","0","3355","-2507","1090"
"France","12/6/2016","4:30","185","1593","8348","50304","725","0","3545","-2465","1088"
"France","12/6/2016","5:00","181","1569","8296","50182","754","0","3611","-2337","1069"
"France","12/6/2016","5:30","180","1529","8297","49999","767","0","3669","-2262","1068"
"France","12/6/2016","6:00","179","1686","8435","50340","789","0","3801","-1818","1064"
"France","12/6/2016","6:30","179","1582","8902","50308","785","0","4336","-531","1056"
"France","12/6/2016","7:00","180","1719","8964","50646","788","0","6749","-8","1059"
"France","12/6/2016","7:30","179","1702","9183","50559","831","0","9583","-8","1049"
"France","12/6/2016","8:00","181","1795","9207","50582","861","0","10931","-8","1051"
"France","12/6/2016","8:30","179","1809","9249","50480","927","31","11856","-8","1039"
"France","12/6/2016","9:00","182","1939","9263","50059","992","304","11701","-8","1039"
"France","12/6/2016","9:30","180","1976","9337","49947","1020","837","11638","-8","1034"
"France","12/6/2016","10:00","182","1993","9306","49929","993","1405","10859","-8","1052"
"France","12/6/2016","10:30","188","2120","9257","49943","940","1986","9636","-8","1078"
"France","12/6/2016","11:00","187","2253","9212","49892","843","2420","8557","-8","1066"
"France","12/6/2016","11:30","177","2302","9090","49861","743","2753","7915","-8","1081"
"France","12/6/2016","12:00","181","2293","9021","49840","662","2953","7336","-8","1038"
"France","12/6/2016","12:30","178","2320","8609","49939","577","3048","6153","-8","1042"
"France","12/6/2016","13:00","178","2317","8608","49925","515","3059","5557","-8","1055"
"France","12/6/2016","13:30","178","2293","8353","49935","462","2980","5463","-94","1051"
"France","12/6/2016","14:00","179","2201","8215","49813","423","2759","5181","-94","1046"
"France","12/6/2016","14:30","181","2332","8546","49894","423","2437","5629","-11","1027"
"France","12/6/2016","15:00","182","2234","8290","49787","446","2015","5226","-9","1040"
"France","12/6/2016","15:30","183","2326","8639","49859","496","1464","5705","-9","1031"
"France","12/6/2016","16:00","185","2332","8688","49852","610","855","5844","-9","1041"
"France","12/6/2016","16:30","182","2257","8703","49786","792","381","6167","-30","1094"
"France","12/6/2016","17:00","186","2329","8796","49862","963","64","7627","-12","1109"
"France","12/6/2016","17:30","186","2329","9162","49909","1090","0","9373","-92","1108"
"France","12/6/2016","18:00","191","2349","9164","49900","1302","0","11378","-8","1097"
"France","12/6/2016","18:30","187","2211","8990","49682","1452","0","10904","-8","1097"
"France","12/6/2016","19:00","187","2246","9059","49732","1538","0","11955","-8","1098"
"France","12/6/2016","19:30","187","2281","9071","49759","1571","0","10888","-8","1092"
"France","12/6/2016","20:00","191","2179","8924","49818","1582","0","9371","-8","1098"
"France","12/6/2016","20:30","187","2236","8677","49864","1631","0","8221","-7","1101"
"France","12/6/2016","21:00","187","2134","8494","49371","1722","0","7197","-8","1107"
"France","12/6/2016","21:30","186","2160","8500","49323","1741","0","7523","-8","1112"
"France","12/6/2016","22:00","187","2159","8548","49476","1722","0","5598","-95","1106"
"France","12/6/2016","22:30","187","2174","8395","49840","1734","0","5120","-94","1117"
"France","12/6/2016","23:00","188","2186","8374","50473","1708","0","7017","-8","1116"
"France","12/6/2016","23:30","227","2056","8929","50505","1716","0","5580","-31","1121"
"France","12/7/2016","0:00","197","2035","8925","50522","1752","0","4851","-43","1119"
"France","12/7/2016","0:30","187","2104","8517","50563","1700","0","4737","-54","1111"
"France","12/7/2016","1:00","187","1984","8274","50274","1707","0","3612","-596","1112"
"France","12/7/2016","1:30","188","2053","8877","50107","1679","0","3610","-1689","1099"
"France","12/7/2016","2:00","187","2041","8870","50080","1695","0","3549","-1595","1118"
"France","12/7/2016","2:30","188","2080","8772","50181","1744","0","4120","-2088","1125"
"France","12/7/2016","3:00","188","1989","8306","49977","1830","0","3854","-2471","1123"
"France","12/7/2016","3:30","188","2086","8163","50291","1972","0","3640","-2516","1126"
"France","12/7/2016","4:00","188","1996","8127","49996","2066","0","3613","-2513","1129"
"France","12/7/2016","4:30","188","1930","8297","49893","2097","0","3500","-2818","1149"
"France","12/7/2016","5:00","188","1959","8337","49998","2229","0","3547","-2751","1150"
"France","12/7/2016","5:30","187","2034","8505","50256","2256","0","3748","-2425","1052"
"France","12/7/2016","6:00","187","2172","8653","50452","2265","0","4225","-1860","1046"
"France","12/7/2016","6:30","187","2235","8592","50284","2308","0","4876","-10","1035"
"France","12/7/2016","7:00","188","2345","8824","50636","2312","0","7209","-8","1035"
"France","12/7/2016","7:30","187","2303","9170","50583","2493","0","8291","-8","1034"
"France","12/7/2016","8:00","187","2305","9178","50631","2573","0","9773","-8","1031"
"France","12/7/2016","8:30","180","2248","9102","50546","2656","32","10020","-8","1032"
"France","12/7/2016","9:00","180","2246","9090","50558","2657","295","9765","-7","1022"
"France","12/7/2016","9:30","178","2303","9127","50605","2585","744","9857","-8","1036"
"France","12/7/2016","10:00","194","2225","9006","50502","2394","1236","9114","-8","1030"
"France","12/7/2016","10:30","188","2251","9050","50521","2250","1725","8917","-8","1028"
"France","12/7/2016","11:00","179","2249","9046","50513","2059","2188","8446","-8","1019"
"France","12/7/2016","11:30","178","2253","9047","50511","1777","2549","8212","-8","1021"
"France","12/7/2016","12:00","177","2234","9025","50470","1527","2837","7881","-8","1018"
"France","12/7/2016","12:30","177","2251","8850","50475","1319","2986","7250","-8","1079"
"France","12/7/2016","13:00","178","2236","8849","50437","1225","3003","7168","-8","1118"
"France","12/7/2016","13:30","176","2224","8715","50364","1156","2946","6682","-8","1128"
"France","12/7/2016","14:00","177","2242","8621","50390","1144","2734","6220","-8","1121"
"France","12/7/2016","14:30","177","2267","8537","50412","1187","2438","6456","-8","1121"
"France","12/7/2016","15:00","176","2252","8493","50377","1258","1994","5791","-16","1117"
"France","12/7/2016","15:30","176","2281","8544","50404","1357","1455","6630","-13","1121"
"France","12/7/2016","16:00","176","2284","8539","50399","1521","874","6534","-8","1135"
"France","12/7/2016","16:30","175","2257","8672","50389","1661","365","6651","-9","1141"
"France","12/7/2016","17:00","175","2336","8834","50468","1981","59","7141","-8","1056"
"France","12/7/2016","17:30","175","2310","8927","50428","2184","0","8491","-9","1061"
"France","12/7/2016","18:00","177","2253","8931","50385","2315","0","10921","-8","1054"
"France","12/7/2016","18:30","176","2241","9154","50404","2409","0","11002","-8","1058"
"France","12/7/2016","19:00","176","2277","9160","50448","2580","0","12093","-8","1064"
"France","12/7/2016","19:30","176","2267","9121","50418","2745","0","11422","-8","1063"
"France","12/7/2016","20:00","176","2219","9113","50376","2969","0","10145","-8","1062"
"France","12/7/2016","20:30","176","2129","9051","50385","3137","0","8522","-8","1064"
"France","12/7/2016","21:00","177","2074","9008","50277","3207","0","6446","-9","1060"
"France","12/7/2016","21:30","178","2244","8562","50420","3275","0","6447","-8","1060"
"France","12/7/2016","22:00","177","2097","8325","50307","3390","0","5171","-8","1061"
"France","12/7/2016","22:30","214","2057","8793","50154","3324","0","4988","-8","1057"
"France","12/7/2016","23:00","188","2225","8835","50334","3273","0","6722","-8","1074"
"France","12/7/2016","23:30","178","2207","8788","50323","3285","0","5243","-8","1121"
"France","12/8/2016","0:00","178","2198","8780","50305","3228","0","5102","-26","1121"
"France","12/8/2016","0:30","178","2180","8221","50371","3160","0","4951","-231","1118"
"France","12/8/2016","1:00","178","2023","7988","49951","3270","0","4075","-1155","1139"
"France","12/8/2016","1:30","179","2112","8346","50083","3273","0","4432","-1789","1155"
"France","12/8/2016","2:00","178","2004","8337","50010","3236","0","4289","-1962","1142"
"France","12/8/2016","2:30","179","2084","8296","50234","3193","0","4548","-1426","1141"
"France","12/8/2016","3:00","178","1869","8047","49921","3187","0","3967","-1800","1136"
"France","12/8/2016","3:30","178","1932","7783","49909","3188","0","3903","-1610","1146"
"France","12/8/2016","4:00","178","1962","7668","49966","3129","0","3475","-2303","1158"
"France","12/8/2016","4:30","178","2102","7375","50204","3127","0","3477","-2651","1163"
"France","12/8/2016","5:00","178","2166","7344","50130","3096","0","3607","-2749","1161"
"France","12/8/2016","5:30","178","2084","7937","50108","3118","0","3425","-2744","1153"
"France","12/8/2016","6:00","178","2277","8162","50455","3182","0","3688","-2709","1144"
"France","12/8/2016","6:30","178","2162","8188","50178","3281","0","4291","-1500","1140"
"France","12/8/2016","7:00","178","2321","8496","50604","3316","0","5430","-657","1140"
"France","12/8/2016","7:30","178","2193","8606","50465","3324","0","5762","-10","1130"
"France","12/8/2016","8:00","178","2149","8697","50557","3382","0","7219","-8","1105"
"France","12/8/2016","8:30","177","2088","8630","50574","3349","37","7625","-8","1098"
"France","12/8/2016","9:00","178","2146","8642","50578","3327","291","7130","-8","1099"
"France","12/8/2016","9:30","179","2171","8628","50562","3270","784","7435","-8","1094"
"France","12/8/2016","10:00","178","2133","8549","50526","3155","1328","6824","-8","1084"
"France","12/8/2016","10:30","178","2184","8537","50529","3005","1902","6894","-8","1087"
"France","12/8/2016","11:00","179","2086","8468","50475","2868","2397","6238","-8","1090"
"France","12/8/2016","11:30","182","2287","8498","50447","2601","2760","6319","-8","1099"
"France","12/8/2016","12:00","177","2210","8311","50399","2358","3023","6143","-8","1112"
"France","12/8/2016","12:30","176","2160","8299","50353","2195","3120","5726","-8","1114"
"France","12/8/2016","13:00","176","2166","8316","50352","2079","3092","5656","-101","1115"
"France","12/8/2016","13:30","177","2195","8329","50411","1967","2948","5061","-427","1115"
"France","12/8/2016","14:00","178","2158","8270","50379","1768","2740","4640","-506","1123"
